549761 | G:G
   0000944447   |   S   :   R
 0106906   |  E  :  E

   000741232   |S  : S
  00000133237| A :G
 0000976969   |  S  :   S
-0000849370|   S   :  S
  0000648838| X  :X
 000000820640|G: H
-943651   |Y   : N
0003404| O  : O
  0000115564   |  R   :   R
  0000847090 | J :   J
 000079168   |   I :I
   122888|E  :E


  0000099450  |  A   : V
 -001   | T:  T
   0125170  |Q   : Q
  -092602   | W  :  W
   -00000846549  |  C   : C

  499457 | P : P
   -01  |   I:   I
138824 |I   :   I
   00000409916   |   D: N
 00620116 |   S   : S
   0000051860  |A: A
   001|  O  : O

 00923490 |C: C
000961815 |H   :A
0000801232  |  Q  : V

000490916   |  O : O
0000675050 |   E  :E
  -514473| F :   C
0000359058   |   G   :   G
000000841544|  T  :  T
0000807270 |J  :   J
   0000317069 |  W:   R
   000703325  | I:   C

   00941524  |L :Q
 00000211354   |   U  : U
  0000278537|  P :O
  000760812   |  U   :  U
00000365096  | V  :V
00000395971 |  I :  Y
   0000119904 |  C  :   C
0000394215   | T: T
  00928832 | I   :I
 000448745 |  A  :A
   00000070006   |  J  :  J
000752444  |C :  C
 0001   |F  :V
 208538 | S :   S
 0191691   |   S  :   G
000540497  |K :  K

0000881907 |   O:   W
 000000907875|  A   :   A
  0331004   | T:  T
 00000431161 |Q :   Q
  039263  |  B  :  B
 -0997304 |   Z   :   R
  000986256|   T : T
   00933737|   W:W
0385551   |Z  :  Z
   0000030216   |N   : N
 0990372   |  C :C
  526341   |  F :   F
0000748048   | B :  B
 0000526178 |Y  :   L
  -000957319  |N:   R

000000770919 |   S :   S
   000610579   |E :   I
 00870849   |   K: K
   0414907| L   : H
 -508720|   D  :D
   -000000153953   |   N :  B
  -0000104310  |  C  :G
150016 |  Y   : A
-000667434   | J  :  T
  0000041453 |   W  :W
0339553  |C : C
  905796   | D :  D
000000941646|  C :C
0000542143   |F :  F
 00452125   | C   : C
00526509| O: J
 0000945011   | X: F
   000000857976  |   Q : Q


   -000257595   |  R   :  P
  00532183| O   :  B
  0003255   |S  :S
 00000| K   : K
0688681  |  X:   X
  0938427  | A   : A
   00000586166   |S  : S
  000000283214  |   A:A
  717092 |R:   R
 532814|  S  : Y
  0563582   |D:   D
 00618494   |  L   : L
  0979244 |  M   :   R
 -0131346| F:T
698697 |   M  :G
  000000612908   | O   :I
  -0641282  |   E   : S
 000000   |  S:S

  213242|I :   X
   0737519   |B:B
  -00000854616|  N  :L
 -00000732916  |  N:   N
  000000740858 |B:  B
   0583587 | J : I
 0000018146|F  :H
  001|   J: J


 000440746  | G: G
  0766134 |G :G
   0702349 |K  :  W
0000014777  | J :J
   000000238514|  M:E
00000162214 |H :V
   0000164118   | G  : G
   000000738033| V  :   V

  0998111   |   Q  :   Q
   000386906|   A :   M
  -000000669696 |  G  :   G
 0724043 | B:  B
  -000911664   |F   :   E
 0278154  |  I  :   I
   00000012463|Z   :   Y
  00996166 | A :   A
   0000400431  |   L:L
   -000000688882|L  :L
000266979   | L :   L

   000000727882  |  T   : T
   -283383 |  V  :Y
  00000915426|  Z: Z
  00114820|  E  :  E
   -000000262559 |   M  :   M
  -000708006   |   I :  I
0000101286 |  T   :  R
  -258272|   B   :  B
   0816692  | L   :   E
  -264852   |H  :H
  00962389  |  F:   F
   0459899  |   Z:  Z
  00000156177|C: C
  0000057250   |T   :   T
  00000638297   |   P :P
   -593069  |  F   : F
   000217016| H:   D
  0000400121  |  Y  :Y
   000409889 |   T:P
   00010875 |   C:C
000000704165  |  F   :  D
  00000055429| H  : H
00177726 | Y :   Y
0000982573|  R   :   Q
   00742539 |  B   :   B
   00714905| W  :  W
421054  |L  :   L
  00000839801  | H   :  H
   511097|  R:   I
00000839137  |O :  O
  -0775187   |O  :   U
   00000287249 |   M   :M
   000457402   |   O  :  O
   00206040  | M: T

  00285874|  I   :  W
00000520390 |   V   :Q
0372079|   G   : G
 -00000839481  | L   : L
000000903838   |Q:  Q
  000657937  |   U  :   U
0000648803 | M   :   A

000091375 |   T:  T
 000000766313 |   D  :D

  -0000462222 |  D:M
086070|  A :T
  0738452 |U : U
 0354360|R : R
 0378582  |   Z   : E
   000928417|   O   :  O
  946698|   C : C
   000870980   |P  : P
 000000185622 |   I  :  H
  0000729582   |   L: L
 351840| P :   R
   0860033|K   :L
  -00000743578 |   L  : L
 -629474   |   K :K
 -0000505089|   N :   Q
   -000791282 |N :N
 190023  |   L   :   L
  0426331  | E : E
   -00824277|F: N
-0115991  |  D:  D
 000255628   |F  :F
 000000336144|   F  : F
00000590895 |  G   :G
   000609906  |   P :P
   228428  |J  :  J
   -00061811 | X   :   C
  -00780031 |X  : X
   -00000748163  |   H   :M
   0000235857 |   N :  N
   00545362   |   G:  G

  587049  | Z : Y
0974057   | B  :  B
  0000009925  |   W   : E
514492 |  W  : W
  -0824489 | B  :   Y

  46576 |U :U
  0304586  |S:  N
   991504   |A   : E
  0678005 |   B  :  L
   0270788 |   Z  : N
   000526129   | L   :  L
  0250563 |   I :U

000909494  |  R :  D
  535230| I  : I
00511374   |  Q:   Q
000812809   |   N : N
0000256646  |  K : K
   259133  |E   :E
  0000302200   |  Y   :  Y
   0682707  |   C :   C
   0000894144|R : R
 316032 | T:T
-0000582830  |   W   :W
  0000187992   |   T   : T
 -0873767|  O:  O
   0000003430  |   U :   U
  87249|   F :   F
  00961782   |   Q   : Q
 0000269101   |U  : U
 000000401839   |   U:  U
  -515809 |Q :Q
  00556018|  R  :   R
  -00554575|   J  :   J

000000286516   |  B :  B
-01| W   : O
0000405923  |  R  :B

   000943934|V : V
 708005| V : S
 000983286  | H:   H
-0855448| H :H
-000000151839  | Y : Y
   00000425389  | Y:Y
   0239306  |   V :   V
000560488|  D   : D
  0000147113|  D: D
   00000028321   |D :D
  000429394  |   L:  L
01 | R :R
 00256305|R  :  R

   000000507574 |  E   :E
   000191178  |A: A
   000000141680 | Q: Q
 -206130|  K :   K
001   |   U   :  U
-00539671  |   V   :   V
 0330171 |  G   :  O
 -0000087644 |L   : L
  034978  |   E   :E
 -0000811852|  S :S
00000209956   |B   :  B
 946432   |  P :  P
   -0000918496 |  F   :I
  0725165   |T   :V

  659823  |K :   K
  00000791459  |M :M
 0000224731   |  G:G
000651225   |I:   I
   00000563307|  F :F

   00585803   | Z :Z
 45120|A   :  A
 -0000001   |   G  :   G
 0826795 |  W:   H
   -00000227421| E :E
  0000689103  | O  :   O
000156745   |H:  D
   168808 |   D :K
  0478132|W   :   W
   -000401878|   H :   H
   -00000892503|  A  :A
0000986010  | A   :   A
 267391  |K   :  K
-000000376854   |Y :   Y
   00462390  |   A  : B
   0000664462 |  E :   T
   000429820 | T :T

  -000000743549 |K  :K
 -00000557722 | E: E
  000440967 | K:  Z
 -000000222752 | E  :   Q
 -000000702265  |  T:  T
-00000569479 |   Q:Q

  00786629   |  Y :  Y
-000860665   |L :   U
  00000122268 |P   : Y
   -000182859 | L:  L
 00723526   | V  :V
  0000906917   |L  :  L
 0000313228|   N:N
   438642   |   Z :Z
0 | A   :  A
000000143351 | R :R
  00   | O : O

   000932605 |  W:   I
-00001 |   X : X
   000000169332 | F  :  F
 -00086349|  F: F
 00000303382   |  V   :V
  0660626|   G:G
 000000307317  |  I: I
00000330358| N :   N

  0553559|   C   :   C
 0000610843  |  X : X
00000037370  |   D  :  W
000659407   |  Y:   Y

  -000358844|H   :H
   0151312|P  :P
 00498605|   A: A
  -0974285   |   O   :  O
-00344650 |F :   F
   000000941301   | P :P
  -0000857490| Q   :Q
   0000000   |  M :M
   00000236283  |  V   :   V
00000  |   V: T
  00459372 |I :I
   992226   | C : C
  00156797 |Z: Z
 10649| E :E
  00156632  | K : U
891078| I   : I
0000981632  | E  : E



  0000487595 | H   :H
 0206256 | B  :B

00394178   | H :   H
000627149 |  N: F

   00832973|  P   :   P
   000773510  | W   : M
   00000430282  |  X   :  V


  000829214  | D : E
-000019365   |Z   : Z
00797381| X: I
-213539  |  H :   H
 00000317591 |   X : A

 000000973410|   O : O
 00186047   | P:   K
 000851520  |  M: M
 00000126182 |   J  : J
0000333473 |   L:   O
   000477850|D : Q
-01   |  B   : B
  448907|S : T
  000000792303 |U   : U
  00000554296 |   R : R
00000594825 |K  :   K
  0000564567   | J  :J
  0000487466   |  X :   X
  000698299  | W  : W

   -0335378  | U   :  U
  -000853797 |N: N
 00546396   |S  :  C
 000000162176|X : X
 -00299634  |   C :  C
0106421 |   Y :Y
  -001 |   W   : D
  -000400823  |   T  :T
   00000765082   |   V   :V
   -00000132542|  C   : C
 000000787949|   B: B
  -0377695 |   T   :   C
 777188 |Y:Y
  0898909|   N  :   N
0000252170 |J: J
  000827363  |   V   :   V
  -922555|   E   :   J
00733390  |  I :I

   0763550  |  B:  F
   -000000275034  |  I:   I
   00000200881 |O :T

   00000938689   | Y :   Y
  000864037  |  W:   W

  550118  | D :   D
 -57490   |V   : V
   001|Q   :  Q
0139324   | X: X
491092 |  U   :U
   -000742556|   F:F
 00000733227| N:N

   00000048250|  B  :  X
549553| H   :  H
0000468560 |   T:  K

000505827   |   O:  U
00000721915   | K : K
 441329   |J :J
   281100  |   X:X
000000470569|  Q:Q

  -00839994 | J:   J
  00977149  |K : S
  -0212520  | X   :X
  000123222| Y: W
00662829 |   X   :X
  000161854   |H  :  H
   943864|  X:X

000000976666  |   G   :   G
0000832863  | A   :  V
  0848106 |  T :P
 00145152 |F  :F

 0977394 |   U : U
 00118749|  P: P
 000922926  |  T   :   T

   000000742245  | V  :  W
 00985714  |  X   :X
 -00000119339   |S : N
00685574   | D :  D
  00437867| J  : J
 286685   |  Q   :I
0407167 |   P   :P
   0461617   |   P   :P
-325966   |A:  A
   00000774017|J :   J
   -0067676|U   :  P
   00030274   | J:J
   -000000220826  |   Q : Q
-00746024|V  :V
000162329  |T :   T
 843735   | G  :   G
 -00138568   |   F :F
0983207   |   I   :  I
00350454   | X :  I
 870616  | K :  K
0312412|   O:O

 0969957 |   I  :F
 -000320646|F : M
   -000788797 | X   :X
  0000 |   E :  E
  0000960740  |N :   N
0000675447|  I:   J
   00498633  |C  : C
 000000575062  | X:X
0000276791   |   N   :   N
  000000503745| T:  T
 -00578448 |  W :W
   00361056|I : T
-0643195   | X  :  X
  -00000566815  |  C : C
   000000360812 | Y  : Y

0 | R:  R
0298662 |O  :  D
 065935 |  T  :S
  0000883845 |  J:  G
   -00462664   |  F  :   F
 000000968827   |   F: F
 0158891| W   :W

   000853497|  X  :  J
 00000558684   | X:X
  0000754736   |  A:   A
 000521597  |  O   :O
  000449261  |P : P
 00000804056   | I   : I

   00422263 |F  :F
   -0949205  |  T : X

   0119919 | F   :  U
000307891 |   H   :  H
   607097  |  Z   :   Z

  000000559000   |M : N
  0000382755  |F :   F
 0000225652 |  R:  R
 232108 |R:Y
   -00181990   | L:  L
  00000528209  | I   :  I
 000000319052| E   : J
0000103166   |W:  W
 951404   |   B:  B
 00000902342|   O  :  T
  0000402126  | Y :Y
000123683 |   K:L

 000493549  |  G  :  F
00000|V  : B
 -0000349605  | G:   G
-00000845109   |   H   :   H
   -00076898 |V  : V
  085891   |   P   :  P
 0548474 |N :  N
   00000068530  | H   :  H
000306114| C   :C
   000000235562|  J :J
   852476|  V  :V
 00000916566 | K  : K

  0447603   | E:E
   000043688   | L   :L
 000001| E: E
  000000368600   | X : N
000000713746   | M:  M
   00994546 | T :   T
  0141542 |   Y:  Y
 -0000290355   |  D   : D
  0769638  | C   :  C
000930200 |X  :  E
   -0000040479|   O  :  W

  0000667715  |   R: Z
   816514  | E   :   E

  256397 |   Q   :   Q
  000000514187 |R   :R

  0000 |  C :   K
 394327 |   E :   E
  000008287| V :V
  000131137 |B :B
  0890367|   X:X
0000367984   |  Y:   T
 0224216  |  X  :  X
 00565406   | H: Z
   0727275   |  K   : K
00000411905 |  F  : V
   00000142299   |   D : M
 00000183488   |  O :  O
   000000381289 | B   : Z
  327206  |E   :  G
   950079  |Y :  Y
  480164   |N :   N
 0887962| G  :Y
0000231962 |   B :B
 01   |   U   :  U
   184238|   L:  L
  0000563606  | E   :E
   850793 |  M :   M
  00619556  |   A:  A
0438195   |E   :  I
   -0000182501 |  K:   P
   -00000570996   |  Q  : C
0000596574 | P: Y
00|I: I
 -00000896391   |   I:   I
  0000914059   | Y: Y
   000146925| F : F
 159073  |G   :G

  0662620 |  R   : G
 229340 | F  :F

   105761|  P   :  O
   601861  |   Q   :  Q
   00980107|   J  :J
   00546213|  H  :L
 00000620733   |   X: N
   000639584|   A:I
   00000073406   |  N   :   T
0324538   |Z   :R
   -0000193409 | L   :  L
 -0312330   |  A :  A

0000671287   |  X  :  X
 0701064   | F   :F
  0729087   |Q:  Q
  00000112379 |C:C
00826752   | H  :   H
  802041   |  T  :   T
 00000584913   |V   :   V
-00000190262 |   J   :   X
   00000235314   |  K   : K
   -00809861 | R:  R
15738 | O  :   C
00000259278|  N   :   O
000000279468   |   X   :A
  000000754344 | V : V
0259565| P   : C
   00182462  |L   :   L

  00000141076 |   I: I
  00797303  |   W:V
 000671355 |   V  :   V

 400615  | R   :   R

  -000000272319|   A   :   D
   -0085352 |  P :   X
   000000628314 | O  :O
   265795  |  J:J
  -0000805201 | Y   :   Y
-730328  |   P:P
 -000416348   |   M:  M

000000856012  |  W  : U
0000915415 | L:   L
   00000089040  |S : S
   00000826312|   C  :C
 210694   |N :  N


   00068334   | R   :B
 0000268577 |O  :  O
  000000661327   |T   :   N
 00000201945 | P:  P
  000949936   | U   : U
  0000869731 |   F  : L
-00000463720  |  H  : H
 000877532| M   :   M
  -0000918383 | C  : H
   -916043   | H:   H
 0323513   |   E   :  D
  00377026|I  : I
 00000745007  |  T:   M
  00501843 |V   :   V
 -000000987335   |P   :   H
  000000783736  |   T  : T
 000000372686   | A  :   A
   00  |Y   :   Y


000837555  |Z   : Z

 00000553546   |J:J
 555801  |   G  : G
0000376151   |K :R
00000587998|L   :L
0597309   |   W   :   W
00000018877 |  Z   :Z
   0894455   |   K  : K
 624971| P:  L
  00393831 |B :   N
   00000471510  |Q: O
   0000764060   |   V: N
  0009116  | W  : W
 74349 |A: A
  00000115895  |  I   :I
  0843227|W :   W
 0000245247 |  S   :   M

  00883408   |U:   U
   000922748   |  L:   L
00000767926   |   C :C
   00941462  |W:W
   000   |   F   :  F
001 |S   :  S
  00302118|F   :L
   00000191212 |  K: K

   00240951   |B  : B
0000118115  | Z   :   Z
  000000532766|  K:   K
-927947  |  N:N
-0854291  |I  :F
 000000253679   | P  :P

   -0000135696  |   W:  W
 -00255742   |  P :P
  298434  |   C: C
 0000969481   |L : L
 000627106   |I  :E
  000125749  | Z :Z
   000229583|  Q:   Q
   -0238551|   X: X
0000117483 | R: J

   484353| A : A

0137933  | Q   :Q
   000576005|  L   :  L
0000504456 |   W:  W
-000765759  | L   :   L
000573230|  J:  J
  -0001   |R :R
   -00001  | C:  F
   -000000343481  |   E  :E
  00213138|  Q   : Q
0077177 |M   :   M
  -00287782  |   U   :U
  00973348 |Q   :  Q
  423106   |   D   :D
00000199654   |C:   C
  234209  |  N :N
   724758  |W:W
  000000552787|W   :   V
  0000206721   |   L  : L
  00000832824|   E :   E

 00546620   |  O :   O
   00051543   |W   :V
   000443803  | L  :L

00000930952 |   Y :G


   -272777  |  L  : L
  00000193242  | L  :  L
  000134691|  X  :X
028584  |  L   :   N

  0845266|D :  D
  -00000906685 |   C   :  C
  0000335180|S :   D
   0045527| U   :  N
  00137080|F :  F

00391388  |  X: X
  000134266 |  B   : B
   0000995486 | Z : Z
   065966|  C:  C
 000000329226   |  K:H
   -059063 |B  :B
   000000704053  | M :   M
 -13185|T :  O
00687771|K   :   K
  000596226  |E  : J

 00000994314   |  I   :   U
   00000267335   | U   :  U
   427850  |  G  : X
-000000496328   | W: W
 799693  |  C   :C
0000117823   | W   :   W
   000810633   |  L : L
 00733164|   V  :   V
 000000349522   | Q  :   Q
 0137037| G: L
-00000339739|  L : L

00115083  |D :  D
0839480   |  F:   D
   521828  |  M   :M
   000621803   |   R : R
   00000269965 |  B   :  B
42372| V :   V
 0560790 |   B :I
0914940   |  B   :  B
-0000029949  | F:   Y
00404147   |  I   :  I
  -28220|   H   :  P
  -337110| A :J
 000000435270 |   I : I
 00345635 |  C : C
 000978740 |  W : W
  -00000193852 |   N :  N
 0306604   |   D  :   D
 00153683 |   W:   W
   092289 |  Z : Z
00645328  | B :  B
  -210139  |  Y :Y
-00000485038| I  :  B
   0000798108   |   D   :  Q
 0000783618  |  U  :   U
 000000520398 |D   : D
 0520798 |   Q  :   K
 0000950409   |   Y  : L
00938122|   B   : V

  -0181652   | W :  P

 0000319576  |T  :T
0888459|   Y:   I
 00000165743 | A   :   A

 697252   |  W:W

 000000789372  |   O:O
 000722201 |   M:I
000842953| L  :  L
-000000501687  |  J  :J
   -000000180961   |  P :   P

 -0001 |  M   :M
   0272316  |   G  :G
0000615512 | F :  F

  93208  | T :   C
  00000275104  | X  :   X
 0314476   | F:  F
 551430 |   B :  B
  -00488960 |   Z   :Z
  00000492130 | S:  S
  00000753020|  T : T
   00000953423 | D   :   K

  000000578322|   X   :   X
  0628696  |S  :S
 73125  |  J: J
  00731088   |  S   : S
000000131567  |R  :   U
  -105739   | L :   D
-647171 |  I : N
  00000875957|D  :D
   000001   |  O :  E
   00919258   | R :   R

  00760568   | H:  H
   000345921  |M:  M
 -432763   |V  :  Y
 005944   | F: F
  -00000124110  |K: K
000129898|   X :   X
  0057261 |F   : F
 0000145784   |P:P
  -00000806197   | K:  K
   000000932361|P:  P
   689307 |F  :X
 0153553   |  W:W
000000237532   |   Y :   R
   0320642  |   F  :   F
000000411805   |   W :  N

   000000847878 |C:  C
301483  |   L :   L
 000000801224| Q   : Q
00052   |Q  :Q
-000000908610|E :   E
 00000866603  |   Q :   Q



  359586   |   T   : T
-0000676236   |  K :   K
0851862 |S   :   S
  0000717403 |K: K
388013 | D :D
-0000250823   |D   : D
   00003109   |   H   :   S
 00000798901   |  O :  O
00000073655   |S  : S
 00000896875 |  Y   : Y
0116141|W :W
 -000000552634   |   F:  B
   -000056747  |R   :R
   -0000499406   | L   :L

  000000463750   |  F :F
   -0000024238  |  J :   J
   0364098|  U:  P
-00015395  |  D:X
  211525| Z   :Z
   -001   |   S  :  N
 000893473  |  O:  O
   0073327  | O  :I
01   |  K  :K
  117607 |   Z: Z
   -0000379608  | B  :   A
  408504  |E   :E
   000000442477   | U:  A
 -000840106   |  Y   :  Z
  0763553 |  P  :  P
  0000600325|  T: T
0636716  |X  :D
   -00185537 |   G   :  I
   00000062390  |   Q   :Q
 000884266   |L:J
  000304928   |H: H
00698228 |Q   : Q
540674   | A  : U
  000485760  |   W:W
   000000351028 |   R :Q

-00535083   |W   : W
   00881849   |  B   :  B
0000000 | K : K
235855|   L :L
   000264549  |E: E
  00000964664  | B  : B
   00133121  |  Y :  Y

   -000705674   | A   :   T
000000449311 |  S :  S
   999059  |  N  :N
 -000000548559   | H:H
  -0940224| N  :N
   767572   |   O :  O
00590869|  D   :D
307962|   B  :  B
000000309619   | S : S
000016365  |H  :   H
   00000715823  |   E  : E
 00281687  | R :S
 000421985  |V:V
 026264|  E   :E
  000108417 |Z   :Z
  190847|X :A
 000000172169   | G :   G
  0317035   |G   :  F
0735498  | V :   V
-0000196152  |  Z:Z
  00387184 | C   :  R
0000|   W   :   Y
  611053|  V  :  V
 884266  |A :A
 00536062  |  G:   G

 00618812  |X: X
   00617122 |  K  : K
0435093|  T :Q
-0475004  |  D  :X
  -84816   |   P :  U
   -00424570  |   L :  L
   0000964269  |   M   :K
 0730195  |   I   :   I
 -0758585 |  O  : O
-0000764717 |  F  :  F
   0000666202|U:  W
   0094771  |   B:B
000000178687| A  :A
   000000910740   |  F  :Y
 000811057 |  Z   :  Z
   00000268284 |   O  :  O
 000000819619 |  Q:  Q
 00833759|  V:V
   0033947  |A  :   A
00000563915| D :   X
   0182249  | H   : W

 00742121 |B  : B
 00000315362|   L  :   X
  -000392393 |F:  F
 00429534 |   L  :L
-000758961  |   G:G
00000970672|  C  :C
00864908|J   : J

  -000001  |H :  H
   0048575|  C  : C

  327115   |  C  :   C
   00506113   |L   : L
-000000919495 |   U  :   U
-00578463 |  V   : V
  0336103 | Q:   H
772857  |K   :K
0000306930   |S : S
 01 |   Q  :  Q
 000301720|  E : E
0000940936 | M  : M
   200951   |B : X
   -00867605  |H :  X
 000000455940   | Q  : Q
 00749197 |F  :   F
   000714823  | M  : L
  0000182861  |   F  :  F
 776648   | I  : D
  00000435596 |   R: R
  -323649  | J : J
   0244205   |   R  : O

  0000387089|B:   B
 00000613551  |   A:   A
 161751  |  Z :  U
   600157  |  Z :Z
  -0000388019  |  H  :  H
  021647  | R :  R
   00171257  |  N   :  N
  0095913  | Y   :   Y
   -00355605   |  V:   V
  00000846524|   A: A
   00000179721 |  U   :U
0295268 | D:  D
   000962700 | B :  B
   0000713858 |  D  :D
 0739828 |   T : T
   45488 |   M:  M
00249971   |H  :H
 000000912628   | C   :  C
   966167 |  G :  N
-00000331047  | W   : W
   000511392 | H :Q
 00774163| O  :   A
 873031|   V   :V
  00233200  |  V   :   V
  0000908309|  G   :  G
   475262| K :  N
0000694138|M:  M
  -906485   |  Y  : P

  00215239 |B:W
  00000731635   | O:   O
   0   |   I :I
000011500 |  X:   W
 000000273833| H  :  H
-000971128| H:   H
00000025659| J:   J
   0000723630| J:  J
  0000880899   | M   :M
-0753332   | Z :Z
   000754205 | K  :   K
  -000413949   |Y  :   S
 -000000685745   | Y:  Y
   00000905876   |  B :B

 000000854852  | L  :L
000547591|   V   : V
 0358036   | N   : N

 0000054639   |   S: S
0241947 |   B:   I
  -00940409 | E :Q
   000000557787   |  O:  O
  0374417   |B   :   B
000383185   |   Y   : Y
 00000227583   | S :   S
  -0000032182 |   H  : H
 000857771   |  B   :B

 0000528774   |  T : P
   00000945470|   Z : Z
   000000778256  |   T:  A
0882702 | A :   Z
 00912554  | Z:  Z
   00000055212   |  C :   C
  00000602528| Q :  Q

  -00882853 |   K   :R
  00961215|M :   F
 982983  |   C : C
139968   |  O:  O

  00606390   |R: R
00001  |X   : X
00000289661|T  :   T
-0000941162  |  Y:Y

 0214993   |   F   :   L
 0320832 | L  :S
0000244519 | P   :P
0000401919   |N:N
  -470419 |   Y   :  Y

   088099   | E   :  E
-0026035   |   P   : P
   000000779247  |   R   :   Q
   0684507   |   L:  L
  00000525938  |   V :   B
 -00000068927 |A: C
  -00001  |  B :B
   44232|M :M
0748407|L : L
  000000211296  |W   :  W
 -000000498680|  T :T
 0000631493   |   R:  R
   0000846878  | E   : E
  686876 | C  : N
   000000648143 | D   :   D
 000356276|Q : Q
 00568033 |V :   V
   000000793797   |  Y:Y
 000259017   |   P  : P
000000833100|  T:  T
 0546333  | C: C
0674782|  I:S
 0000326754  | P   : P
 00929633  | S: S
-000052808 |E :   E
000560562 |V   :V
000420928  | W:   Y
000000721096 | F:   Y
00000405907|  I :  F
00210910   | L   : C
 0018819   |   B  :B
 000487740|  C   :  C
   0000198970 |C :   C
 473205  | N  : N
  00021253   |  Z :   Z
   0000407577|   T  :  O
   000000322961   |  N   :  H

   680990 |  Z   :  Z
  00000775014 |   D   :D
 000563627   |   U :   U
   0678723  | O   :  O
  000000653439|   J: Z
 0582646   |  S  :  S

 000776822 |   B   :   B
  0185192  |  H   :   H
   0000779425   |  Z   :Z
   73288 |G  :  G
  665441  | X:G

 00842772  |   U  : U
  0461045 | D   :  E

  00329099   |   N   :  N
   -706446|   J:   J
   671329   | R  :R
  881243|X  :   T
   -0000690355|   Z   :Z
 -236707 |  O :  N
   00586734|   A   :  J
  00984466|  V:  Z
  -417020   |   M:  M
000498057   |T  :T
 000040410   | O   : O
  0141352   |C   :   W
 0000366294  | R   :   R
 000129381|   X:W
  000000333057   |   V: G
   000038494 | Z  :   Z
000000302793 |   D :   X
  076191 |  J   :  G
 00909014   |  J   :I
 0000574279   | A :   A
  000360729  |P: P
000000782003  | J:   C
00000917838 |   K:  K


423686|   R:R
   -000001  |   I  :   I
000000905491   |   U  :U
-00001 |D   :   D
   -000593070|  N  :   N
 000000794431|   P :B
00352633|   K  :  W
   0000226386   |E   :E

00126440   | M:  M
   000000578515 |  T  :T
 00353756  |  T : T
  0369635   |E  :   E
   000906719|  U   :   Q
 000861042  | R   :   R
  766441 |   H   :L
0432999 |Q: Q
   136141 |   B  :   B
000902286  | K   :K
   00000293690   |   R :   R
 000000675906|Y  :  N
0000306839 | A :  A
 0000906147 |C :   O
 930166|  H   :H
000000567884   |  A  :   O
 0000953099 |L  : L
00630576   |   Q : E
  000000658575 |E:   E
  000000339284   | Y   :  Y
000000490671  |Z: Z

  00747772 | E   :   E
  0000983693|   B  :  B
   344995 | Q:W
  -000000945029 | J:  J

0000073474   |   T  :S

000199633   | F:F
  0947932| Z  :   Z

 00000688026 |  H  :  H
  0686124  |  Y  :L
 692332|   V:   V
   0000353903 |   W:   W
   001|   P:  S
